Branch diff inventory against origin/main...HEAD
Generated: 2026-02-24 10:33:30 +02:00

Status | Path | Rationale
Added | src/nbms_app/tests/test_indicator_registry_methods.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_indicator_reporting_metadata.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_logging_utils.py | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/tests/test_metrics.py | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/tests/test_ort_nr7_v2_export.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_policy_registry.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_predeploy_check_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_prod_settings.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_programme_ops_commands.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_programme_ops_spatial_pipeline.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_rate_limiting.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_refresh_registry_marts_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_registry_commands.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_registry_workflows_and_marts.py | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/tests/test_reporting_approvals_ui.py | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/tests/test_reporting_freeze.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_reporting_workspace_phase12.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_request_id.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_security_headers.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_binary_indicator_questions_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_demo_spatial_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_gbf_indicators_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_geoserver_layers_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_indicator_workflow_v1_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_indicator_workflow_v1_idempotency.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_seed_spatial_demo_layers_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_session_security.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_spatial_ingestion_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_sync_spatial_sources_command.py | Automated verification coverage for platform capabilities and controls.
Added | src/nbms_app/tests/test_verify_geoserver_smoke_command.py | Automated verification coverage for platform capabilities and controls.
Modified | src/nbms_app/urls.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/views.py | Backend/domain/reporting updates included in branch history and retained.
Modified | src/nbms_app/views_metrics.py | Backend/domain/reporting updates included in branch history and retained.
Added | templates/nbms_app/partials/_field_with_help.html | Backend/domain/reporting updates included in branch history and retained.
Added | templates/nbms_app/reporting/national_report_pdf.html | Backend/domain/reporting updates included in branch history and retained.
Added | templates/nbms_app/reporting/nr7_report_pdf.html | Backend/domain/reporting updates included in branch history and retained.
Added | templates/nbms_app/reporting/report_product_preview.html | Backend/domain/reporting updates included in branch history and retained.
Modified | templates/nbms_app/reporting/section_i_edit.html | Backend/domain/reporting updates included in branch history and retained.
Modified | templates/nbms_app/reporting/section_ii_edit.html | Backend/domain/reporting updates included in branch history and retained.
Modified | templates/nbms_app/reporting/section_iii_edit.html | Backend/domain/reporting updates included in branch history and retained.
Modified | templates/nbms_app/reporting/section_iv_edit.html | Backend/domain/reporting updates included in branch history and retained.
Modified | templates/nbms_app/reporting/section_iv_goal_edit.html | Backend/domain/reporting updates included in branch history and retained.
Modified | templates/nbms_app/reporting/section_v_edit.html | Backend/domain/reporting updates included in branch history and retained.
Added | templates/nbms_app/reporting/template_pack_pdf.html | Backend/domain/reporting updates included in branch history and retained.
Added | templates/two_factor/_base.html | Backend/domain/reporting updates included in branch history and retained.
